review_id,host_field,host_text,review_status,confirmed_host,host_plant_name,host_plant_type,plant_family,plant_genus,plant_species,association_type,reviewer_notes,source_file,source_row,gbifID,occurrenceID,catalogNumber,recordNumber,datasetKey,scientificName,family,genus,specificEpithet,eventDate,decimalLatitude,decimalLongitude,locality,county,stateProvince,countryCode,basisOfRecord,institutionCode,collectionCode,bee_species
2444,occurrenceRemarks,Not sure on this species. B. californicus? crotchii? Just one this morning on Penstemon spectabilis.,needs_review,,,,,,,,,occurrence.txt,27605,3112360630,https://www.inaturalist.org/observations/75859259,75859259,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2021-04-25T10:20,34.099664,-118.013173,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
6448,occurrenceRemarks,Observed 11:30AM. Other individual believed to be B crotchii (without orange tail) was foraging on Salvia mellifera.;,needs_review,,,,,,,,,occurrence.txt,63033,4977088905,213721,https://www.bumblebeewatch.org/sightings/bee/213721/,,f1a4ce9a-97cd-4d35-bf5e-561f2f1c6d91,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,4/2/24,34.12988,-117.63449,,,California,US,HUMAN_OBSERVATION,,,"Bombus crotchii Cresson, 1879"
5774,occurrenceRemarks,"Observed 5 workers, 1 gyne, and 2 males on the large buttonbush; largest buttonbush in the area that I could find.",needs_review,,,,,,,,,occurrence.txt,56470,4977006354,188559,https://www.bumblebeewatch.org/sightings/bee/188559/,,f1a4ce9a-97cd-4d35-bf5e-561f2f1c6d91,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,6/27/24,37.666114,-120.459289,,,California,US,HUMAN_OBSERVATION,,,"Bombus crotchii Cresson, 1879"
6009,occurrenceRemarks,Observed after formal survey was completed. Separate individual than what was captured during the formal survey. See separate checklist for more details on formal survey and weather conditions. Multiple B.crotchii observed.;,needs_review,,,,,,,,,occurrence.txt,58735,4977056103,194191,https://www.bumblebeewatch.org/sightings/bee/194191/,,f1a4ce9a-97cd-4d35-bf5e-561f2f1c6d91,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,6/30/24,38.660422,-121.265259,,,California,US,HUMAN_OBSERVATION,,,"Bombus crotchii Cresson, 1879"
5856,occurrenceRemarks,Observed foraging on black Sage for approximately three minutes before departing area; Salvia mellifera,needs_review,,,,,,,,,occurrence.txt,57269,4976997503,178167,https://www.bumblebeewatch.org/sightings/bee/178167/,,f1a4ce9a-97cd-4d35-bf5e-561f2f1c6d91,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,4/12/24,34.220829,-118.91922,,,California,US,HUMAN_OBSERVATION,,,"Bombus crotchii Cresson, 1879"
5421,occurrenceRemarks,Observed foraging on lupine.,needs_review,,,,,,,,,occurrence.txt,53355,6188660498,https://www.inaturalist.org/observations/346840336,346840336,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2026-04-02T11:54:54,36.91668,-118.255863,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
6637,occurrenceRemarks,Observed next to a paved path in a large patch of sage. Showed images to other biologists (coworkers) to reach a consensus on ID.; Purple Sage,needs_review,,,,,,,,,occurrence.txt,64855,4977073192,180898,https://www.bumblebeewatch.org/sightings/bee/180898/,,f1a4ce9a-97cd-4d35-bf5e-561f2f1c6d91,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,5/19/24,33.663962,-117.940217,,,California,US,HUMAN_OBSERVATION,,,"Bombus crotchii Cresson, 1879"
2645,occurrenceRemarks,Observed on black sage (Salvia mellifera) blooms in the mid morning.,needs_review,,,,,,,,,occurrence.txt,29521,4597194344,https://www.inaturalist.org/observations/202997736,202997736,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2024-03-18T10:29:34,34.211181,-118.144125,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
5706,occurrenceRemarks,Observed visiting flowering Pride of Madeira plants (Echium candicans);,needs_review,,,,,,,,,occurrence.txt,55995,4977079128,178940,https://www.bumblebeewatch.org/sightings/bee/178940/,,f1a4ce9a-97cd-4d35-bf5e-561f2f1c6d91,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,4/19/24,34.41156,-119.737851,,,California,US,HUMAN_OBSERVATION,,,"Bombus crotchii Cresson, 1879"
3595,occurrenceRemarks,"OK, I’m going to break the rule here and ID a type of bee that does not even appear to exist in Southern California. But it looks so close to the pictures! I’m sure it’s some sort of regional deviation, so hopefully the bee people can give me an assist on this one!",needs_review,,,,,,,,,occurrence.txt,37484,4145741813,https://www.inaturalist.org/observations/170373502,170373502,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2023-06-30T12:27:51,33.549778,-117.722049,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1436,occurrenceRemarks,On a milkweed plant,needs_review,,,,,,,,,occurrence.txt,19344,3760377619,https://www.inaturalist.org/observations/110133396,110133396,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2022-03-31T13:37:37,36.795793,-119.406782,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3886,occurrenceRemarks,On Asclepias californica,needs_review,,,,,,,,,occurrence.txt,39880,5760646977,https://www.inaturalist.org/observations/216247583,216247583,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2024-05-16T15:31,37.380564,-121.714815,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1841,occurrenceRemarks,On Asclepias eriocarpa,needs_review,,,,,,,,,occurrence.txt,22721,3860634390,https://www.inaturalist.org/observations/122596648,122596648,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2022-06-19T17:15:39,33.118806,-116.67447,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3451,occurrenceRemarks,On Asclepias eriocarpa,needs_review,,,,,,,,,occurrence.txt,36252,5216825706,https://www.inaturalist.org/observations/295304761,295304761,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-07-03T12:01:26,39.1091,-121.394775,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4992,occurrenceRemarks,On Asclepias eriocarpa 6 crotchii were present,needs_review,,,,,,,,,occurrence.txt,49015,5231632017,https://www.inaturalist.org/observations/296439073,296439073,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-07-08T15:56,34.692807,-120.04064,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1191,occurrenceRemarks,On Asclepias fascicularis,needs_review,,,,,,,,,occurrence.txt,17460,3892640009,https://www.inaturalist.org/observations/130738730,130738730,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2022-08-13T12:15:47,33.009536,-116.559028,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4846,occurrenceRemarks,On Asclepias fascicularis,needs_review,,,,,,,,,occurrence.txt,47704,3892492031,https://www.inaturalist.org/observations/130738539,130738539,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2022-08-13T12:24:15,33.009608,-116.558913,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2838,occurrenceRemarks,On Astragalus pomonensis,needs_review,,,,,,,,,occurrence.txt,31183,2626553382,https://www.inaturalist.org/observations/45339216,45339216,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2020-04-28T12:00,33.929722,-117.094444,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2497,occurrenceRemarks,on black sage,needs_review,,,,,,,,,occurrence.txt,28100,5166864542,https://www.inaturalist.org/observations/281159379,281159379,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-05-11T08:56,34.165071,-117.449675,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3134,occurrenceRemarks,on black sage,needs_review,,,,,,,,,occurrence.txt,33471,5154047345,https://www.inaturalist.org/observations/277563755,277563755,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-04-29T08:41,34.165071,-117.449675,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
5040,occurrenceRemarks,On black sage,needs_review,,,,,,,,,occurrence.txt,49436,5104738747,https://www.inaturalist.org/observations/266858776,266858776,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-03-23T09:30,34.165071,-117.449675,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
5041,occurrenceRemarks,on black sage,needs_review,,,,,,,,,occurrence.txt,49442,5140200801,https://www.inaturalist.org/observations/272620860,272620860,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-04-23T16:34,32.760808,-116.999022,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1844,occurrenceRemarks,"On Bog Sage, Salvia uliginosa (bee 1)",needs_review,,,,,,,,,occurrence.txt,22767,5215843811,https://www.inaturalist.org/observations/293781239,293781239,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-06-27T08:15,34.128967,-118.114143,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4408,occurrenceRemarks,On California Buckwheat,needs_review,,,,,,,,,occurrence.txt,44346,4936307959,https://www.inaturalist.org/observations/227008881,227008881,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2024-07-03T07:54,33.654968,-117.009573,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4435,occurrenceRemarks,"On California Poppy (<i>Eschscholzia californica</i>) near the Johnson's Pasture entrance to the Claremont Hills Wilderness Park. This bee would not sit still so I could take a decent photo, but I think there's enough info in these blurry ones to confirm the ID.",needs_review,,,,,,,,,occurrence.txt,44541,4165894649,https://www.inaturalist.org/observations/174930397,174930397,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2023-07-24T10:56,34.136468,-117.728963,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3902,occurrenceRemarks,On California thistle (Cirsium occidentale var. californicum) in the southern San Bernardino Mountains,needs_review,,,,,,,,,occurrence.txt,40009,2465191210,https://www.inaturalist.org/observations/36059599,36059599,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2019-08-14T09:30,34.125276,-117.104357,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2962,occurrenceRemarks,"On Canyon View Loop Trail. B. crotchii is Endemic in California. Conservation Status: Endangered (EN) (IUCN Red List). BB foraging on ? yellow blossoms. Genus Bombus (Bumblebees) are our only native social bees. They are warm blooded allowing them to fly at cooler temperatures than most pollinators. Kaufman Field Guide to Insects of North America, Eaton and Kaufman, 2006, p. 344-345. https://bugguide.net/index.php?q=search&keys=bombus+crotchii xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx How to identify if it’s a Male or Female Bumble Bee: Male has no stinger so it can be handled if necessary. “Generally, male bumblebees have hairy hind legs without a pollen basket (though beware female cuckoo bees, which also have hairy hind legs). Males also usually have more facial hair than females (either queens or workers) – and in several species this is a bright, obvious yellow. Males also generally have longer, more straggly hair, so if your bee has hairy legs, a moustache, and looks slightly unkempt it’s probably a male. Behavior can be a useful tool to separate males from workers and queens: because males do not have to collect pollen for the nest, they tend to sit lazily on flowers. They may also be observed flying along hedgerows searching for a mate. They do not feed during this time, so will land briefly on a surface, and then fly off again. They often patrol the same area for a while, so you may see the same bee repeating the circuit over and over again. In contrast, females tend to be much busier, flying quickly from flower to flower, and rarely wasting time by resting on flowers. The time of year can also be helpful – males become common in late summer and autumn, whereas females are present throughout the whole lifecycle."" xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx ""There are 6 taxonomic families of Bees: Apidae; (ap-ih-dee) These are the really common, really big bees. Included in this family are the European honeybees, BUMBLE BEES and carpenter bees. Andrenidae; (an-dren-ih-dee) These bees tend towards being small and hairy. They make their homes in the ground so are often called mining bees, or sand bees. Generally, they are so small they can fit in tiny flowers, like the bell-shaped blossoms that hang from Manzanita (Arctostaphylos). Colletidae; (co-lect-ih-dee) Included in this family are two genera (Colletes and Hylaeus) that are identifiable by their unique faces. If you are lucky enough to study the face of a landed Colletes, you can identify it by its distinctly triangular face. Hylaeus usually has a black body that is contrasted to the yellow markings on its face that make it look like it’s wearing a mask. Halictidae; (ha-lect-ih-dee) These bees are commonly called sweat bees because apparently, they like to land on human skin and drink sweat, although I’ve never observed this. I like to call them jewel bees because they often are metallic in sheen and bright in color. Megachilidae; (mega-chill-ih-dee) These bees include the mason or the wool-carder bees. They make their homes inside hollowed out twigs or in tunnels made by other insects like beetles. The invasive and common Anthidium manicatum is a regular visitor to the Santa Cruz mountains. Melittidae; (mel-it-tih-dee) The most-rare of the bee family types in California. Feeding exclusively on Clarkia flowers in the California chaparral, Hesperapis regularis is one of a small number of native species"" Native Bees: Get to Know Native Bees of the Santa Cruz Mountains (California) with Obi Kaufmann. https://openspacetrust.org/blog/native-bees/",needs_review,,,,,,,,,occurrence.txt,32133,3112621737,https://www.inaturalist.org/observations/76805596,76805596,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2021-05-02T09:36:57,33.989637,-116.664917,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1395,occurrenceRemarks,"On Centromadia parryi australis, another endangered species (CNPS Rare Plant Ranking 1B.1). Bolsa Chica Conservancy.",needs_review,,,,,,,,,occurrence.txt,19020,3067610076,https://www.inaturalist.org/observations/54135014,54135014,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2020-07-12T13:12,33.708111,-118.056409,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4644,occurrenceRemarks,On Cercis flowers.,needs_review,,,,,,,,,occurrence.txt,46242,4597541829,https://www.inaturalist.org/observations/202752829,202752829,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2024-03-16T11:38:54,38.68976,-121.873208,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2117,occurrenceRemarks,On Cirsium vulgare,needs_review,,,,,,,,,occurrence.txt,24947,5759809850,https://www.inaturalist.org/observations/309334535,309334535,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-08-26T12:22:58,33.352417,-118.36225,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1829,occurrenceRemarks,"On Common Goldenstar, Bloomeria crocea",needs_review,,,,,,,,,occurrence.txt,22656,5187850411,https://www.inaturalist.org/observations/286985247,286985247,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-06-04T16:47:03,34.742882,-120.044104,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1397,occurrenceRemarks,On datura,needs_review,,,,,,,,,occurrence.txt,19026,5168037589,https://www.inaturalist.org/observations/281959207,281959207,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-05-17T12:15:05,34.597296,-119.723042,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3076,occurrenceRemarks,On Deerweed. So excited to find this species today!,needs_review,,,,,,,,,occurrence.txt,32969,5154178301,https://www.inaturalist.org/observations/278422682,278422682,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-05-03T10:18:30,32.846395,-117.139192,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3934,occurrenceRemarks,On flowering Giant Woollystar.,needs_review,,,,,,,,,occurrence.txt,40258,4171639405,https://www.inaturalist.org/observations/174619409,174619409,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2023-07-23T15:38:53,34.265156,-118.369962,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
7,habitat,On flowers of Cordylanthus rigidus,confirmed,yes,Cordylanthus rigidus,,,Cordylanthus,rigidus,,,occurrence.txt,11219,5102856415,def99727-cd86-4753-921d-36007f13b574,SDNHM249737,"CRER3308, ^5*P#02",0d8d90f4-973a-46a1-9ea1-55b0c7b222ea,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,8/3/19,32.838793,-116.851295,"Crestridge Ecological Reserve, CSW",San Diego,California,US,PRESERVED_SPECIMEN,SDNHM,SDMC,"Bombus crotchii Cresson, 1879"
20,habitat,On flowers of Cordylanthus rigidus,confirmed,yes,Cordylanthus rigidus,,,Cordylanthus,rigidus,,,occurrence.txt,11359,4929392600,12181f8f-7426-44b5-8f28-34323f119a5a,SDNHM272463,"!1*P#01, CRER3516",0d8d90f4-973a-46a1-9ea1-55b0c7b222ea,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,8/8/19,32.838793,-116.851295,"Crestridge Ecological Reserve, CSW",San Diego,California,US,PRESERVED_SPECIMEN,SDNHM,SDMC,"Bombus crotchii Cresson, 1879"
10,habitat,On flowers of Eriogonum fasciculatum,needs_review,,,,,,,,,occurrence.txt,11226,5102857411,9cbe1f55-7cf4-4d48-b050-8b93be92f48f,SDNHM249738,CRER2587,0d8d90f4-973a-46a1-9ea1-55b0c7b222ea,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,6/22/19,32.838792,-116.848332,"Crestridge Ecological Reserve, DNE",San Diego,California,US,PRESERVED_SPECIMEN,SDNHM,SDMC,"Bombus crotchii Cresson, 1879"
5,habitat,On flowers of Salvia clevelandii,needs_review,,,,,,,,,occurrence.txt,11170,4929392340,f506bb11-e8e6-4b56-a0b7-77ee95deb56d,SDNHM272464,CRER3199,0d8d90f4-973a-46a1-9ea1-55b0c7b222ea,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,7/27/19,32.836991,-116.852757,"Crestridge Ecological Reserve, ASW",San Diego,California,US,PRESERVED_SPECIMEN,SDNHM,SDMC,"Bombus crotchii Cresson, 1879"
2263,occurrenceRemarks,On lupine. Pollen sac visible.,needs_review,,,,,,,,,occurrence.txt,26009,2814123507,https://www.inaturalist.org/observations/44090353,44090353,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2020-04-27T11:33,33.109675,-117.204667,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2888,occurrenceRemarks,On lupinus bicolor,needs_review,,,,,,,,,occurrence.txt,31523,4162484360,https://www.inaturalist.org/observations/172778310,172778310,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2023-07-02T08:41,33.332549,-116.910754,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3563,occurrenceRemarks,On Lupinus longifolius with a red-eared blister beetle (Lytta auriculata),needs_review,,,,,,,,,occurrence.txt,37155,4867969570,https://www.inaturalist.org/observations/217219879,217219879,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2024-05-20T14:10,33.384945,-117.282322,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4977,occurrenceRemarks,On Milkweed. Apologies for poorly focused images.,needs_review,,,,,,,,,occurrence.txt,48880,5759945550,https://www.inaturalist.org/observations/308517555,308517555,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-07-23T11:59,36.916411,-119.038769,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4615,occurrenceRemarks,On my Palo Verde Tree flowers.,needs_review,,,,,,,,,occurrence.txt,45962,2856521129,https://www.inaturalist.org/observations/57479039,57479039,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,8/23/20,33.68244,-117.63611,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2087,occurrenceRemarks,on narrow leaf milkweed. Several bees on one plant,needs_review,,,,,,,,,occurrence.txt,24645,4172131366,https://www.inaturalist.org/observations/176016568,176016568,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2023-07-30T19:14,34.150381,-118.961279,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4764,occurrenceRemarks,On Narrowleaf Milkweed (<i>Asclepias fascicularis</i>) in the Johnson's Pasture area of the Claremont Hills Wilderness Park.,needs_review,,,,,,,,,occurrence.txt,47081,4177006724,https://www.inaturalist.org/observations/176660318,176660318,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2023-08-03T08:22,34.139909,-117.730046,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3593,occurrenceRemarks,On Narrowleaf Milkweed (Asclepias fascicularis) in the Johnson's Pasture area of the Claremont Hills Wilderness Park. Milkweed pollinia are visible on the corbicula. This is the same location where I saw a number of Crotch's Bumble Bees in August 2019 (https://www.inaturalist.org/observations/48820535).,needs_review,,,,,,,,,occurrence.txt,37475,2850901756,https://www.inaturalist.org/observations/56434940,56434940,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2020-08-03T10:38,34.139966,-117.730135,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2120,occurrenceRemarks,On Narrowleaf Milkweed flowers at school pollinator garden. Sunny evening in the 70’s F.,needs_review,,,,,,,,,occurrence.txt,24962,3881463775,https://www.inaturalist.org/observations/128796494,128796494,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2022-07-30T19:02:22,34.301403,-119.290712,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2955,occurrenceRemarks,on Palmer's Penstemon,needs_review,,,,,,,,,occurrence.txt,32087,5153280635,https://www.inaturalist.org/observations/277563754,277563754,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-04-25T17:02,34.165071,-117.449675,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
3005,occurrenceRemarks,on Palmer's Penstemon,needs_review,,,,,,,,,occurrence.txt,32389,5153878211,https://www.inaturalist.org/observations/277563750,277563750,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-04-22T14:13,34.165071,-117.449675,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
4353,occurrenceRemarks,on Palmer's Penstemon,needs_review,,,,,,,,,occurrence.txt,43868,4875553636,https://www.inaturalist.org/observations/219211599,219211599,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2024-04-19T14:48,34.165071,-117.449675,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1298,occurrenceRemarks,On Phacelia distans,needs_review,,,,,,,,,occurrence.txt,18211,5134166145,https://www.inaturalist.org/observations/271333410,271333410,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-04-18T14:56:32,34.717451,-119.933415,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
1845,occurrenceRemarks,on Phacelia distans,needs_review,,,,,,,,,occurrence.txt,22771,6184734637,https://www.inaturalist.org/observations/344736513,344736513,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2026-03-22T13:09,35.169656,-117.944633,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
2024,occurrenceRemarks,On Phacelia distans,needs_review,,,,,,,,,occurrence.txt,24189,5133153065,https://www.inaturalist.org/observations/269732259,269732259,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2025-04-09T10:08,33.952577,-117.267015,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
5384,occurrenceRemarks,On Phacelia ramosissima,needs_review,,,,,,,,,occurrence.txt,53028,4892055143,https://www.inaturalist.org/observations/221179720,221179720,,50c9509d-22c7-4a22-a47d-8c48425ef4a7,"Bombus crotchii Cresson, 1879",Apidae,Bombus,crotchii,2024-06-07T14:06:19,33.366013,-117.26178,,,California,US,HUMAN_OBSERVATION,iNaturalist,Observations,"Bombus crotchii Cresson, 1879"
