occurrenceID,eventID,verbatimHostPlant,Plant_genus,Plant_species,Plant_gen_sp,floralHostNotes,LR_floral_notes,family,genus,specificEpithet,identifiedBy,identificationRemarks,LR_verif__Changes_made_here_and_in_BBW,vernacularName,verbatimLocality,decimalLatitude,decimalLongitude,stateProvince,country,verbatimEventDate,modified,coordinateUncertaintyInMeters,sex,caste,individualCount,occurrenceRemarks,recordedBy,recordedByID,identificationVerificationStatus,dateIdentified,datasetID,previousIdentifications,recordSouce,informationWithheld,measurementMethod,images,comment_count,referenceID,sightingUrl,metadataUrl,sawZeroBees,Species_richness,Abundance,sourceFile,Delete_row,year,surveyMethod,surveyArea,surveyUnit,captureMethod,eventTime,eventEndTime,surveyDuration,numberOfSurveyors,Temperature,temperatureUnits,tempC,windSpeed,windOrdinal,cloudCover,weatherNotes,habitat,surroundingHabitat1,surroundingHabitat2,surroundingHabitat3,floralPercent,Brush_piles,Bunch_grasses,Leaf_litter,Loose_bare_soil,Mulch,Pine_needle_duff,Rock_piles,Rodent_holes_Tunnels,None_of_the_above,managementMowing,managementGrazing,managementGrazing2,managementNativeGrazing,managementAgriculture,managementInsecticides,managementHerbicides,managementFire,managementHoneybees,managementHoneybees2,managementNotes,flowersCount,volunteer,volunteer_end_time,volunteer_miles_survey,volunteer_signature,volunteer_start_time,volunteer_data_submit,volunteer_organization,training,training_date,training_hours,checklistUrl,Date,Year,Month,Day,dayno,DEM,lastFire,annTempC,isotherm,maxTempWarmest,minTempColdest,annPrec,precSeasonality,monthPrecipWarmest,monthlyPrecipCodest,tempGrowingSeasonC,precipGrowSeason,rh,swb,snowDays,evaporationPotential,growSeason,npp,gdd0,jurisdiction,consName,county,ecoregion,blmGrazing,npnStartSpringDay,plantDiversityCDFW,plantDiversityWeightCDFW,ecoregionBioDivWeightCDFW,yearsSinceFire
151580,114527,Broadleaf Lupine - Lupinus latifolius,Lupinus,latifolius,Lupinus latifolius,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Dinkey Creek Rd, 0.35 miles NW of Nevins Rd",37.10217,-119.30666,California,United States,7/16/2023,2023-08-01 20:13:04.146016+00:00,25-50,Female,Female,1,,Lori Werner,lrw1027,Verified,10/5/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Combination of capture all and capture different,"https://www.bumblebeewatch.org/media/bees/big/0c673b26-8f7d-4efc-9e86-372967e180b7.jpg, https://www.bumblebeewatch.org/media/bees/big/6c252331-c6d4-4ac8-9809-aa87854ebb9d.jpg, https://www.bumblebeewatch.org/media/bees/big/fd248cb4-0a29-46a8-8b2d-05b8d5f6eb12.jpg, https://www.bumblebeewatch.org/media/bees/big/cefd5859-09d7-42ab-b6a4-4a3fdef77f45.jpg, https://www.bumblebeewatch.org/media/bees/big/8675cf38-bd5b-429c-9b97-ac0f45f2414f.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/151580/,https://www.bumblebeewatch.org/metadata/,FALSE,5,28,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Combination of capture all and capture different,11:50:00,12:30:00,45,2,94,f,34,0-5 mph,1,80,,Woodland/Forest,Woodland/Forest,Developed/Roadside,,80,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,NA,Yes,No,No,No,No,No,NA,"Northeast side of survey area bounded by Dinkey Cr road, a high traffic area, and either a fire trail or use trail and powerline corridor passes through the survey site.",>10,TRUE,22:00:00,202,Lori Werner & Richard Gill,10:00:00,10,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/114527/,7/16/2023,2023,7,16,197,1680,NA,9.15,41.4,26.35,-3.85,1433,79,38.8,732.6,8.25,1215.5,50.48,-373,0,87.08,279,1331.1,3345.7,,,Fresno,Sierra Nevada,NA,126,1564,0.915155061,0.446339,NA
152898,114751,Broadleaf Lupine - Lupinus latifolius,Lupinus,latifolius,Lupinus latifolius,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Halstead Meadow, SEKI NP",36.613237,-118.785819,California,United States,7/19/2023,2023-08-03 19:17:30.366898+00:00,0-25,Female,Female,1,,Lori Werner,lrw1027,Verified,10/5/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/9540ea7b-7c5d-4999-b56f-b0d3cf3b1854.jpg, https://www.bumblebeewatch.org/media/bees/big/65908da4-5130-4749-a982-fc72ebcc50f2.jpg, https://www.bumblebeewatch.org/media/bees/big/e4927651-e35d-4f6e-aa10-25dfbd84e1da.jpg, https://www.bumblebeewatch.org/media/bees/big/25ba0e1a-87e5-46bd-b7a6-9b3d86bb3b06.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/152898/,https://www.bumblebeewatch.org/metadata/,FALSE,7,32,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,17:30:00,18:22:00,45,2,67,f,19,0-5 mph,1,0,,Grassland,Woodland/Forest,Grassland,Developed/Roadside,40,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,NA,Yes,No,No,No,Yes,No,NA,Meadow is adjacent to a picnic area and within the burn perimeter of the 2021 KNP Complex wildfire. Honeybees were present during the survey.,>10,TRUE,21:30:00,104,Lori Werner & Richard Gill,10:00:00,11,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/114751/,7/19/2023,2023,7,19,200,2153,2021,6.55,39.7,22.95,-5.35,1436.2,79.5,36.7,725.3,11.65,243.7,53.44,-471,195,95.24,146,1107.7,2462.8,United States National Park Service,Sequoia National Park,Tulare,Sierra Nevada,NA,162,1564,0.915155061,0.310771,2
132391,107476,Lupinus luteolus,Lupinus,luteolus,Lupinus luteolus,Butter Lupine,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,McLaughlin 2 Lupine Field,38.8644,-122.4033,California,United States,7/12/2022,2022-10-01 05:07:01.878527+00:00,0-25,Female,Worker,1,,Dylan Winkler,DylanWinkler83,Verified,10/5/2022,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Combination of capture all and capture different,"https://www.bumblebeewatch.org/media/bees/big/74a42240-7cff-41d7-9b7b-fe0b4b7aa0f4.jpg, https://www.bumblebeewatch.org/media/bees/big/c1005af6-1fdd-41ac-92c7-0b7fd9cd4fe4.jpg, https://www.bumblebeewatch.org/media/bees/big/199cecd4-232c-40d9-89de-45faa0059c03.jpg, https://www.bumblebeewatch.org/media/bees/big/18de016d-08d5-44f6-ac8f-06505db776bb.jpg, https://www.bumblebeewatch.org/media/bees/big/ad1aa22b-6699-45ab-a514-c15621fa8c54.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/132391/,https://www.bumblebeewatch.org/metadata/,FALSE,2,10,CABBA checklists 01.10.2025,NA,2022,Point,1,hectares,Combination of capture all and capture different,14:34:00,16:02:00,45,1,85,f,29,11-15 mph,3,10,,Grassland,Grassland,Riparian,Shrub/Scrub,60,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,NA,Yes,No,No,No,Suspect,Suspect,NA,"In Crotchii buffer, relocated! McLaughlin UC Reserve",>10,FALSE,,NA,,,NA,NA,FALSE,,NA,https://www.bumblebeewatch.org/checklist/107476/,7/12/2022,2022,7,12,193,697,2015,14.95,41.8,33.65,3.05,982.7,90.3,11.1,568.5,12.15,980,49.72,-867,0,124.39,261,1400.5,5470,,,Lake,Central California Foothills and Coastal Mountains,NA,79,1367,0.799882972,0.501299,7
173109,119273,Lupinus microcarpus,Lupinus,microcarpus,Lupinus microcarpus,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,MÃƒÂ¡yyan 'OoyÃƒÂ¡kma Ã¢â‚¬â€œ Coyote Ridge Open Space Preserve,37.215951,-121.716205,California,United States,4/29/2023,2023-10-09 23:09:24.008249+00:00,25-50,Female,Female,1,,Steve Rottenborn,srottenborn,Verified,10/24/2023,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/aefa7704-94e7-4c23-901f-30314a872bd4.jpg, https://www.bumblebeewatch.org/media/bees/big/ecb6afbb-2c76-4926-a36b-75178a07e61f.jpg, https://www.bumblebeewatch.org/media/bees/big/ac19037d-ceeb-4901-b0df-535503fa73fb.jpg, https://www.bumblebeewatch.org/media/bees/big/1b5ff912-6358-452f-a4e6-6d95447029b0.jpg, https://www.bumblebeewatch.org/media/bees/big/5cd1130d-8661-48eb-89ad-f9e0c0ebd058.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/173109/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/29/2023,2023,4,29,119,334,2019,14.45,51.1,28.65,4.35,471.3,88.8,6.3,259.4,11.95,467,56.75,-919,0,111.24,228,781.2,5285.1,Santa Clara Valley Open Space Authority,Coyote Ridge Open Space Preserve,Santa Clara,Central California Foothills and Coastal Mountains,NA,57,1388,0.81217086,0.720181,4
143436,112238,Chick Lupine - Lupinus microcarpus,Lupinus,microcarpus,Lupinus microcarpus,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Pine Flat Dam, Fresno Co",36.830494,-119.340436,California,United States,5/21/2023,2023-07-05 02:54:46.446774+00:00,0-25,Female,Female,1,,Lori Werner,lrw1027,Verified,10/6/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/49729e31-9844-4a84-b668-6239bf220ca1.jpg, https://www.bumblebeewatch.org/media/bees/big/e2b08e5d-4476-4406-a21b-3da34f3b4856.jpg, https://www.bumblebeewatch.org/media/bees/big/48536545-4fd7-4f01-a33b-c209ce105d64.jpg, https://www.bumblebeewatch.org/media/bees/big/632444cb-a211-4a4e-b7f5-290d439420f5.jpg, https://www.bumblebeewatch.org/media/bees/big/a301dcd3-cc5d-4f9a-b69f-981496ca408a.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/143436/,https://www.bumblebeewatch.org/metadata/,FALSE,3,13,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,11:26:00,12:15:00,45,2,86,f,30,0-5 mph,1,10,,Developed/Roadside,Grassland,Riparian,Developed/Roadside,10,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Suspect,No,No,NA,Some honeybees present. Survey was along northern road shoulder. South side of road is a heavily used county park used primarily by river recreationists. Pine Flat Dam sits less than a mile upriver where there is also a hydroelectric plant. Free range cattle have grazing access.,>10,TRUE,23:00:00,128,Lori Werner & Richard Gill,10:30:00,6,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/112238/,5/21/2023,2023,5,21,141,500,NA,17.85,40,35.75,4.15,589.3,81.8,12.3,307,14.05,585.9,52.83,-795,0,106.09,239,942.6,6523.6,,,Fresno,Central California Foothills and Coastal Mountains,NA,62,1120,0.655354008,0.588689,NA
143443,112238,Chick Lupine - Lupinus microcarpus,Lupinus,microcarpus,Lupinus microcarpus,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"Pine Flat Dam, Fresno Co",36.830494,-119.340436,California,United States,5/21/2023,2023-07-05 02:54:46.446774+00:00,0-25,Female,Female,1,,Lori Werner,lrw1027,Verified,10/6/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Capture (or at least tried) all bees observed,"https://www.bumblebeewatch.org/media/bees/big/9f247acb-3977-4320-8f96-61cb3015ab66.jpg, https://www.bumblebeewatch.org/media/bees/big/5859dc1d-13ff-4ddc-a1c8-8dce3a8e9ca7.jpg, https://www.bumblebeewatch.org/media/bees/big/800d7abc-b550-450e-aa9a-398fd81fab06.jpg, https://www.bumblebeewatch.org/media/bees/big/bd2bf3c3-16b8-48f8-b69e-63713cdd0132.jpg, https://www.bumblebeewatch.org/media/bees/big/145d8cc9-6ba6-4efe-a781-d51f62b31c45.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/143443/,https://www.bumblebeewatch.org/metadata/,FALSE,3,13,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Capture (or at least tried) all bees observed,11:26:00,12:15:00,45,2,86,f,30,0-5 mph,1,10,,Developed/Roadside,Grassland,Riparian,Developed/Roadside,10,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,NA,Yes,No,Suspect,Suspect,No,No,NA,Some honeybees present. Survey was along northern road shoulder. South side of road is a heavily used county park used primarily by river recreationists. Pine Flat Dam sits less than a mile upriver where there is also a hydroelectric plant. Free range cattle have grazing access.,>10,TRUE,23:00:00,128,Lori Werner & Richard Gill,10:30:00,6,NA,TRUE,2/6/2023,5,https://www.bumblebeewatch.org/checklist/112238/,5/21/2023,2023,5,21,141,500,NA,17.85,40,35.75,4.15,589.3,81.8,12.3,307,14.05,585.9,52.83,-795,0,106.09,239,942.6,6523.6,,,Fresno,Central California Foothills and Coastal Mountains,NA,62,1120,0.655354008,0.588689,NA
168820,118265,Lupinus succulentus,Lupinus,succulentus,Lupinus succulentus,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Tilton Ranch hayfield,37.154974,-121.712539,California,United States,5/7/2023,2023-09-15 22:00:34.474515+00:00,0-25,Female,Female,1,,Steve Rottenborn,srottenborn,Verified,10/5/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Combination of capture all and capture different,"https://www.bumblebeewatch.org/media/bees/big/4eaf5457-36e6-4677-8e37-cccd1ff4ee7e.jpg, https://www.bumblebeewatch.org/media/bees/big/2f059f28-354a-4088-abfd-6fad882b10e2.jpg, https://www.bumblebeewatch.org/media/bees/big/80f9e9c8-851f-444a-b9a4-ba1685fc6178.jpg, https://www.bumblebeewatch.org/media/bees/big/0660be61-8869-4213-a990-cc1b97866f19.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/168820/,https://www.bumblebeewatch.org/metadata/,FALSE,3,27,CABBA checklists 01.10.2025,NA,2023,Point,1,hectares,Combination of capture all and capture different,13:15:00,14:15:00,45,1,68,f,20,0-5 mph,1,60,,Grassland,Woodland/Forest,Grassland,Shrub/Scrub,80,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,NA,No,Yes,No,No,No,No,NA,"This survey was conducted in a hayfield that will be cut later in the season; the hayfield was full of flowers, especially Lupinus succulentus",>10,TRUE,16:00:00,25,Steve Rottenborn,12:15:00,2,NA,TRUE,4/1/2023,3,https://www.bumblebeewatch.org/checklist/118265/,5/7/2023,2023,5,7,127,147,NA,14.35,52.3,27.55,4.55,495,91,6.1,280.1,12.25,493.7,56.97,-770,0,99.29,235,814.6,5250.8,Santa Clara Valley Habitat Agency,Tilton Ranch,Santa Clara,Central California Foothills and Coastal Mountains,NA,57,1388,0.81217086,0.474283,NA
155692,115470,White Horehound,Marrubium,,Marrubium,Marrubium vulgare,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,CPNM-Painted Rock,35.146454,-119.862086,California,United States,7/4/2023,2023-08-10 23:30:27.646166+00:00,0-25,Male,Male,1,,Russ Namitz,RussNamitz,Verified,10/5/2023,OLD Use Bumble Bee Atlas CA Bumble Bee Atlas,,Website,FALSE,Photo only,"https://www.bumblebeewatch.org/media/bees/big/05c53e35-13ee-4016-91ce-d7d355e63bcb.jpg, https://www.bumblebeewatch.org/media/bees/big/e9229f27-d6d6-4394-bdfd-6474b9381d44.jpg, https://www.bumblebeewatch.org/media/bees/big/f7f1dcc2-b3d7-4f5b-a118-bb0679ba9d16.jpg, https://www.bumblebeewatch.org/media/bees/big/92d73c25-3b9b-4c4f-a978-b0f5f1526ddf.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/155692/,https://www.bumblebeewatch.org/metadata/,FALSE,1,1,CABBA checklists 01.10.2025,NA,2023,Point,0.1,hectares,Photo only,12:00:00,12:15:00,15,1,97,f,36,0-5 mph,1,0,,Developed/Roadside,Grassland,Developed/Roadside,,30,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,NA,Suspect,No,No,Suspect,No,Yes,NA,,5-Mar,FALSE,,NA,,,NA,NA,TRUE,3/15/2023,4,https://www.bumblebeewatch.org/checklist/115470/,7/4/2023,2023,7,4,185,687,NA,16.25,40,33.15,3.85,299,91.5,6.7,166.6,10.35,290.8,51.24,-1028,0,107.97,158,522.5,5957.1,United States Bureau of Land Management,Carrizo Plain National Monument,San Luis Obispo,Central California Foothills and Coastal Mountains,NA,68,1097,0.641895846,0.508597,NA
146905,113272,White Horehound,Marrubium,,Marrubium,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,"35.146373, -119.862180",35.44406509,-119.0763245,California,United States,7/18/2023,2023-07-18 20:10:10.963135+00:00,0 - 25,Male,Male,1,,Russ Namitz,Russ Namitz,Verified,10/6/2023,Bumble Bee Watch,,App,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/324cc891-2b59-444e-a57b-ae1279b60ab3.jpg, https://www.bumblebeewatch.org/media/bees/big/bc69f7b7-ebd9-4b8b-aba8-922f49aed74b.jpg, https://www.bumblebeewatch.org/media/bees/big/2ec743fe-f9f1-442c-b873-9ef945ec3a66.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/146905/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/18/2023,2023,7,18,199,153,NA,18.45,41.3,36.55,4.45,192.6,82.9,4,100.7,11.75,185.9,50.4,-1149,0,110.79,81,347.9,6760.3,,,Kern,Central California Valley,NA,58,882,0.516091281,0.284782,NA
178696,121822,Marrubium vulgare,Marrubium,vulgare,Marrubium vulgare,Mixed patch of horehound (Marrubium vulgare) annual grasses and weedy forbs along roadside.,,Apidae,Bombus,crotchii,leifr7,Thank you,,Crotch bumble bee,Round Mt Rd 1,35.52469549,-118.9328363,California,United States,4/20/2024,2024-05-04 01:10:53.298709+00:00,0-25,Female,Female,1,"Patch of horehound (Marrubium vulgare) on southwest side of Round Mountain Road, about 300 feet northeast of Poso Creek. Baccharis salicifolia and Salix gooddingii also flowering nearby",Randi McCormick,randimac,Verified,9/30/2024,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/Round_Mt_Rd_1_1.jpg, https://www.bumblebeewatch.org/media/bees/big/Round_Mt_Rd_1_2.JPEG, https://www.bumblebeewatch.org/media/bees/big/Round_Mt_Rd_1_3.JPEG, https://www.bumblebeewatch.org/media/bees/big/IMG_4127.JPEG",NA,NA,https://www.bumblebeewatch.org/sightings/bee/178696/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/20/2024,2024,4,20,111,252,NA,18.45,40.4,36.45,4.25,245.6,81.9,5.7,127.2,11.45,236.3,50.73,-1052,0,106.96,110,436.4,6739.5,,,Kern,Central California Valley,NA,58,882,0.516091281,0.208761,NA
108730,98418,"Giant Blazing Star (Menzelia laevicaulis), Phacelia (Phacelia sp), and Lupine (Lupinus sp)",Mentzelia,laevicaulis,Mentzelia laevicaulis,Also had B. vosnesenskii and honeybee foraging on it.,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Aqua Vista Rd,37.02392,-119.65273,California,United States,4/29/2022,2022-04-30 20:40:14.390013+00:00,0-25,Female,Female,1,"The bee photographed on the phacelia and lupine is the same bee, believed to be a worker B. crotchii, the one on the blazing star was presumed to be a queen.",Lori Werner,lrw1027,Verified,5/26/2022,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/35d2be90-71a4-4d17-9951-871916882bff.jpg, https://www.bumblebeewatch.org/media/bees/big/8b821071-c6f1-4968-977d-44b34b78a93a.jpg, https://www.bumblebeewatch.org/media/bees/big/afd2cf76-ec36-4fac-8177-632d36c369b5.jpg, https://www.bumblebeewatch.org/media/bees/big/58f19bf7-c4e1-41f2-b3a9-42d330e1cec4.jpg, https://www.bumblebeewatch.org/media/bees/big/4ffec247-e72c-436b-9bef-bb8d46e1cae3.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/108730/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/29/2022,2022,4,29,119,201,NA,17.35,42.1,35.35,3.35,535.1,84.9,8.5,284.7,13.15,526.6,52.17,-852,0,108.24,226,869.9,6331.5,United States Bureau of Reclamation,Millerton Lake State Recreation Area,Fresno,Central California Foothills and Coastal Mountains,NA,67,1118,0.654183733,0.32606,NA
173112,119274,Mentzelia lindleyi,Mentzelia,lindleyi,Mentzelia lindleyi,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Sierra Vista OSP - Sierra Vista Trail steep section,37.40886,-121.793769,California,United States,5/20/2023,2023-10-09 23:23:05.830709+00:00,25-50,Female,Female,1,,Steve Rottenborn,srottenborn,Verified,10/24/2023,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/10d30f99-1ba2-45d5-a266-2ece6103339c.jpg, https://www.bumblebeewatch.org/media/bees/big/0e53cefa-f6f1-43a4-be7c-8924304ba4ca.jpg, https://www.bumblebeewatch.org/media/bees/big/11d353b7-0716-420c-86f5-b1be627093f2.jpg, https://www.bumblebeewatch.org/media/bees/big/421fb30c-6bac-4926-ae2e-13ae257f7e2e.jpg, https://www.bumblebeewatch.org/media/bees/big/a341bb61-2fcc-4b49-9dd8-0a3bd1f9aab8.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/173112/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/20/2023,2023,5,20,140,581,NA,13.75,46.4,29.35,3.35,589.1,86.1,8.8,313.2,11.45,587,55.4,-789,0,108.04,254,942.3,5010.2,Santa Clara Valley Open Space Authority,Sierra Vista Open Space Preserve,Santa Clara,Central California Foothills and Coastal Mountains,NA,63,1224,0.716208309,0.471707,NA
173114,119274,Mentzelia lindleyi,Mentzelia,lindleyi,Mentzelia lindleyi,,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Sierra Vista OSP - Sierra Vista Trail steep section,37.40886,-121.793769,California,United States,5/20/2023,2023-10-09 23:23:05.830709+00:00,25-50,Female,Female,1,,Steve Rottenborn,srottenborn,Verified,10/24/2023,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/3564a055-5235-49d0-b10f-ada3f43d6093.jpg, https://www.bumblebeewatch.org/media/bees/big/0c9e25d7-d4a9-4062-aad2-828c148151e5.jpg, https://www.bumblebeewatch.org/media/bees/big/ee94d8e2-04f6-41ab-864a-3519437b80dd.jpg, https://www.bumblebeewatch.org/media/bees/big/a223a64a-1845-4c63-b150-0c11dc66de35.jpg, https://www.bumblebeewatch.org/media/bees/big/84b1bde9-350b-4411-a70a-aab57278c05f.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/173114/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/20/2023,2023,5,20,140,581,NA,13.75,46.4,29.35,3.35,589.1,86.1,8.8,313.2,11.45,587,55.4,-789,0,108.04,254,942.3,5010.2,Santa Clara Valley Open Space Authority,Sierra Vista Open Space Preserve,Santa Clara,Central California Foothills and Coastal Mountains,NA,63,1224,0.716208309,0.471707,NA
138017,110230,mentzelia lindleyi,Mentzelia,lindleyi,Mentzelia lindleyi,Also observed on Phacelia species,,Apidae,Bombus,crotchii,leifr7,,,Crotch bumble bee,Sierra Vista Open Space Preserve  Site #3,37.407944,-121.797322,California,United States,5/29/2023,2023-05-29 23:50:35.273565+00:00,0-25,Female,Female,1,,Shawn Lockwood,Shawlock,Verified,10/6/2023,Bumble Bee Watch,,Website,FALSE,,"https://www.bumblebeewatch.org/media/bees/big/95b77160-4e13-4c1b-97e4-5ef48b9fc6ce.jpg, https://www.bumblebeewatch.org/media/bees/big/a3a23670-cf7b-428a-bbdc-d4dcb991912c.jpg, https://www.bumblebeewatch.org/media/bees/big/e8e56346-8afb-49cb-bf7c-8d54e218f469.jpg, https://www.bumblebeewatch.org/media/bees/big/70dd2437-972b-426a-831d-262516c38b39.jpg",1,NA,https://www.bumblebeewatch.org/sightings/bee/138017/,https://www.bumblebeewatch.org/metadata/,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/29/2023,2023,5,29,149,581,NA,14.25,48.2,29.15,4.05,584,86.2,8.6,310.8,12.15,582,57.63,-712,0,100.13,252,935.6,5216,Santa Clara Valley Open Space Authority,Sierra Vista Open Space Preserve,Santa Clara,Central California Foothills and Coastal Mountains,NA,63,1224,0.716208309,0.471707,NA
